SAPNo,ShortText,Size,BasicMaterial,Manufacturer,PartNo,DrawingNo,KeyNoun,POTextNo,UnitOfMeasure,PO Text Header,,,,
1080082,ADAPTER CONTACT SHIMPO DT-ADP-200L,NA,NA,SHIMPO,DT-ADP-200L,,ADAPTER,22675,EA,SHIMPO AMERICA CORP.,,,,
209899,ADAPTER SIEM-DEM DF62369349,NA,NA,SIEM-DEM,DF62369349,,ADAPTER,21169,EA,SIEMENS DEMATIC,,,,
290468,ADAPTER POWER SIMPLX-T 2098-9734,NA,NA,SIMPLX-T,2098-9734,,ADAPTER,16535,EA,SIMPLEX TIME RECORDER CO.,,,,
205516,ADAPTER SMC-PNEU NZ107BL-T010701,NA,NA,SMC-PNEU,NZ107BL-T010701,,ADAPTER,17199,EA,"SMC PNEUMATICS, INC.",,,,
1193540,ADAPTER STER-F-S D08091,NA,NA,STER-F-S,D08091,,ADAPTER,26235,EA,STERLING FLUID SYSTEMS NV,,,,
1298773,ADAPTER SURVIVAIR 962900,NA,NA,SURVIVAIR,962900,,ADAPTER,11172,EA,SURVIVAIR COMASEC INCORPORATED,,,,
1044046,ADAPTER SUTTLE SUTTLE-A SE267A4-50,NA,NA,SUTTLE-A,SE267A4-50,,ADAPTER,23535,EA,SUTTLE APPARATUS CORP.,,,,
54443,ADAPTER SWGLK SS-2-A-2RT,"1/8""FPTX1/8""MBSPT",SS316,SWAGELOK,SS-2-A-2RT,,ADAPTER,5128,EA,SWAGELOK COMPANY,,,,
1208228,ADAPTER TEIKOKU 3X1566-01F3520,NA,NA,TEIKOKU,3X1566-01F3520,,ADAPTER,9506,EA,"TEIKOKU TSUSHIN KOGYO COMPANY, LTD",,,,
388092,ADAPTER THERMOCOUPLE THERMO-E AD4011-3,"1/8""",NA,THERMO-E,AD4011-3,,ADAPTER,9829,EA,THERMO ELECTRIC COMPANY INCORPORATED,,,,
1041159,ADAPTER THERMOCOUPLE THERMO-K 00-2055-02,"1/8""NPTX2""",NA,THERMO-K,00-2055-02,,ADAPTER,15209,EA,THERMO-KINETICS COMPANY LTD.,,,,
312057,ADAPTER LIQ-TIGHT THOM-BET 5271GR,"3/8""",STEEL,THOM-BET,5271GR,,ADAPTER,7901,EA,THOMAS & BETTS COMPANY,,,,
1171727,ADAPTER AC TOSHIBA PA3165U-1ACA,230V/19V 4.74A,NA,TOSHIBA,PA3165U-1ACA,,ADAPTER,9089,EA,TOSHIBA INTERNATIONAL CORPORATION,,,,
1007029,ADAPTER TRAVAINI 200990,NA,NA,TRAVAINI,200990,,ADAPTER,17257,EA,TRAVAINI,,,,
1187600,ADAPTER SHELL SUB-ASSY T-THER 0301-020C,NA,NA,T-THER,0301-020C,,ADAPTER,10360,EA,"T-THERMAL, INCORPORATED",,,,
290395,ADAPTER UNITD-CR 266-2-74,NA,NA,UNITD-CR,266-2-74,,ADAPTER,15831,EA,UNITED CONVEYOR CORP.,,,,
1114521,ADAPTER VAN-LOND 2010910,NA,NA,VAN-LOND,2010910,,ADAPTER,10708,EA,"VAN LONDON COMPANY, INCORPORATED",,,,
355659,ADAPTER VICTAULC STYLE 260 W02026030F,"2""",SS,VICTAULC,W02026030F,,ADAPTER,11892,EA,VICTAULIC COMPANY OF AMERICA,,,,
235443,ADAPTER VWR-CORP 20762-070,NA,NA,VWR-CORP,20762-070,,ADAPTER,10025,CA,VWR CORPORATION,,,,
139286,ADAPTER WARREN 008-011-552,NA,NA,WARREN-R,008-011-552,,ADAPTER,10743,EA,"WARREN RUPP INCORPORATED, A UNIT OF                                    
IDEX CORPORATION",,,,
1058216,ADAPTER WAUKSH-B 100001046,"1/4""X1/4""MPT",NA,WAUKSH-B,100001046,,ADAPTER,16929,EA,WAUKESHA BEARINGS CORP.,,,,
1252739,ADAPTER WARMAN D138E62,NA,NA,WEIR-SLU,D138E62,,ADAPTER,11637,EA,"WEIR SLURRY GROUP, INCORPORATED                                        
                                                                       
(SPARE PARTS SUPPLIED FROM AUSTRALIA                                   
HAVE AN ""A"" PREFIX, SPARE PARTS                                        
SUPPLIED FROM JAPAN HAVE A ""J""                                         
PREFIX.)",,,,
389680,ADAPTER POWER CABLE WELDCRAF 105257,NA,NA,WELDCRAF,105257,,ADAPTER,6063,EA,WELDCRAFT PRODUCTS INCORPORATED,,,,
320310,ADAPTER WESTR-EN CGA-550-X580,NA,NA,WESTR-EN,CGA-550-X580,,ADAPTER,6065,EA,WESTERN ENTERPRISES,,,,
378471,ADAPTER WILCOXON R6-6L-J5-1.5,"1-1/2""",NA,WILCOXON,R6-6L-J5-1.5,,ADAPTER,17528,EA,"WILCOXON RESEARCH, INC.",,,,
346498,ADAPTER STRAIGHT WOODHEAD 103002A01F120,12',NA,WOODHEAD,103002A01F120,,ADAPTER,7922,EA,"WOODHEAD INDUSTRIES, INCORPORATED",,,,
210380,ADAPTER ZIM-DW 10701,NA,NA,ZIM-DW,10701,,ADAPTER,16707,EA,"ZIMMERMAN,D.W.MFG.,INC.",,,,
264974,ADAPTER 150 PART FLA EVERTITE 7FLASS,"3/4""",SS316,EVERTITE,7FLASS,,ADAPTER,5283,EA,EVER-TITE COUPLING COMPANY INCORPORATED,,,,
1059404,ADAPTER 2-BOLT YARWAY 112729-02,NA,STEEL,YARWAY,112729-02,,ADAPTER,4730,EA,YARWAY CORPORATION,,,,
227635,ADAPTER 9 PIN DB DATAPROD ATDB9F-6,NA,NA,DATAPROD,ATDB9F-6,,ADAPTER,17882,EA,DATAPRODUCTS CORP.,,,,
1067105,ADAPTER 90 ELBOW AEROQUIP FF2032T-1212S,"3/4""X3/4""",STEEL,AEROQUIP,FF2032T-1212S,,ADAPTER,5017,EA,"AEROQUIP CORPORATION U.S. INDUSTRIAL                                   
GROUP",,,,
1295251,ADAPTER 90DEG TIDLAND 126098,"1/8""NPT",STEEL,TIDLAND,126098,,ADAPTER,20038,EA,TIDLAND CORP.,,,,
253956,ADAPTER A/C DELL-CMP 8725P,NA,NA,DELL-CMP,8725P,,ADAPTER,16295,EA,DELL COMPUTER CORP.,,,,
181241,ADAPTER AGITATOR CHEMINEER Z07038-000F,NA,NA,CHEMINEER,Z07038-000F,CA-203,ADAPTER,10100,EA,CHEMINEER INCORPORATED,,,,
304335,ADAPTER AIR/ELECTRIC MCCOY 300-3023-000,NA,STEEL,MCCOY,300-3023-000,,ADAPTER,9104,EA,MCCOY ELLISON,,,,
273084,ADAPTER ALARM ACROMAG 5030-913,NA,NA,ACROMAG,5030-913,,ADAPTER,10234,EA,ACROMAG INCORPORATED,,,,
225960,ADAPTER ALLEN HEX CHAP-MFG CMS-16       ,"1/4""              ",STEEL         ,CHAP-MFG       ,CMS-16                        ,                ,ADAPTER,18419,EA,CHAPMAN MFG.CO.,,,,
1075413,ADAPTER AN HOKE 8AAN8-316,"1/2""TX3/4""-16",SS,HOKE,8AAN8-316,,ADAPTER,10464,EA,HOKE INCORPORATED,,,,
247379,ADAPTER AN ENDS GYROLOK 2AAN4-316       ,"1/8""TX7/16""-20    ",SS316         ,HOKE           ,2AAN4-316                     ,                ,ADAPTER,10464,EA,HOKE INCORPORATED,,,,
129278,ADAPTER AN FEMALE SWGLK B-400-A-4ANF,"1/4""TX1/4""AN",BRASS,SWAGELOK,B-400-A-4ANF,,ADAPTER,5128,EA,SWAGELOK COMPANY,,,,
1102086,ADAPTER ANGLE ANNIN 321291-000-163,"1""",SS316,MASONEILAN,321291-000-163,,ADAPTER,11900,EA,"MASONEILAN NORTH AMERICAN OPERATIONS,                                  
DRESSER VALVE & CONTROLS DIVISION",,,,
243433,ADAPTER ANGLE MELTRIC MP3,NA,ALUM-CAST,MELTRIC,MP3,,ADAPTER,11063,EA,MELTRIC CORPORATION,,,,
1174653,ADAPTER ANSI TO GLASS SCHOTT-P 7363-4000,"4""",GLASS,SCHOTT-P,7363-4000,,ADAPTER,11819,EA,SCHOTT PROCESS SYSTEMS INCORPORATED,,,,
320553,ADAPTER ARBER OSBORN 75039,"2""",STEEL,OSBORN,75039,,ADAPTER,15593,PR,"OSBORN MANUFACTURING, A UNIT OF JASON                                  
INCORPORATED",,,,
330661,ADAPTER ARBOR LENOX 30857,"1-1/4""-6""",NA,AMER-SAW,30857,,ADAPTER,4963,EA,AMERICAN SAW & MANUFACTURING COMPANY,,,,
323784,ADAPTER ARBOR HOUGEN 10851,".500""-.750""",NA,HOUGEN,10851,,ADAPTER,20142,EA,"HOUGEN MANUFACTURING, INC.",,,,
377943,ADAPTER ARBOR NORTON 662610-09851,"1/4""X3/8""",NA,NORTON-C,662610-09851,,ADAPTER,5695,EA,NORTON COMPANY,,,,
1294396,ADAPTER ARBOR HOLE WEILER 03813,"1-1/4""",NA,WEILER,3813,,ADAPTER,16836,EA,WEILER CORPORATION,,,,
1204344,ADAPTER ASSY WER-PFLE 8002-234H3011,"1/2"" 20UNF",NA,COPERION,8002-234H3011,,ADAPTER,10826,EA,COPERION CORPORATION,,,,
92014,ADAPTER ASSY DIONEX 024305,NA,NA,DIONEX,24305,,ADAPTER,15110,EA,DIONEX CORPORATION,,,,
1165531,ADAPTER ASSY LINKBELT H322063,NA,NA,REXNORD,H322063,,ADAPTER,9418,EA,REXNORD CORPORATION,,,,
168453,ADAPTER ASSY SKF OSNIP-3052X9-1/2,NA,NA,SKF,OSNIP-3052X9-1/2,,ADAPTER,9016,EA,SKF INDUSTRIES INCORPORATED,,,,
1189927,ADAPTER AUGER SPOOL SCHENCK 600-008,NA,NA,SCHENCK,600-008,,ADAPTER,11845,EA,SCHENCK CORPORATION,,,,
374498,ADAPTER AUTOMOTIVE TYPE F NAPA 90-668,"1/2""",NA,NAPA,90-668,,ADAPTER,15582,EA,NATIONAL AUTO PARTS ASSOCIATION,,,,
1210560,ADAPTER BACK FLAT CROUSE-H RPE021-144,NA,NA,CROUSE-H,RPE021-144,,ADAPTER,7797,EA,CROUSE-HINDS COMPANY,,,,
335614,ADAPTER BALANCER BOSCH-R 1823391013,"3/8""X1/4""",NA,BOSCH-R,1823391013,,ADAPTER,5085,EA,ROBERT BOSCH GMBH,,,,
286750,ADAPTER BARB ASTRO-IN 020035,NA,TEFLON,ASTRO-IN,20035,,ADAPTER,10118,EA,ASTRO INTERNATIONAL CORPORATION,,,,
1117584,ADAPTER BARB HACH 13828-00,NA,NA,HACH,13828-00,,ADAPTER,10199,EA,HACH COMPANY,,,,
224792,ADAPTER BARB NORGREN 12-019-0403        ,"1/4""X3/16""        ",CHROM-NICKEL  ,NORGREN        ,12-019-0403                   ,                ,ADAPTER,9009,EA,"NORGREN, C. A. COMPANY",,,,
4497,ADAPTER BARB BRASS 1/4 31T4             ,"1/4""              ",BRASS         ,JAMEC-PEM      ,31T4                          ,                ,ADAPTER,8942,EA,JAMEC-PEM PTY LTD,,,,
1133065,ADAPTER BARBED LEGRIS 0123-13-17,"13MMX3/8""BSPT",BRASS,LEGRIS,0123-13-17,,ADAPTER,9005,EA,LEGRIS INCORPORATED,,,,
355658,ADAPTER BARREL TATE-ENGG 0204-215,NA,SS,TATE-ENGG,0204-215,,ADAPTER,20725,EA,"TATE ENGINEERING SYSTEMS,INC.",,,,
275326,ADAPTER BARREL BUNG LUTZ-PMP 0204-169,NA,STEEL,LUTZ-PMP,0204-169,,ADAPTER,16820,EA,"LUTZ PUMPS, INC",,,,
218411,ADAPTER BASE DET FENWAL-E 70-400001-200,NA,NA,FENWAL-E,70-400001-200,,ADAPTER,11088,EA,"FENWAL ELECTRONICS, INCORPORATED",,,,
173971,ADAPTER BASE/MOTOR US-MOTOR 1814T,NA,NA,US-MOTOR,1814T,,ADAPTER,15119,EA,U S MOTORS CORPORATION,,,,
1283515,ADAPTER BATTERY MOTOROLA TDN9437A,NA,NA,MOTOROLA,TDN9437A,,ADAPTER,5667,EA,MOTOROLA INCORPORATED,,,,
1109860,ADAPTER BATTERY CHANGE JMS RE-2586,"1/4""",NA,JMS,RE-2586,,ADAPTER,8084,EA,JMS SOUTHEAST INCORPORATED,,,,
1047200,ADAPTER BAYONET ISTEC 29.03027.92001.849,"1/8""BSP",SS316,ISTEC,29.03027.92001.849,,ADAPTER,21833,EA,ISTEC,,,,
301903,ADAPTER BAYONET LOVE-C-C 15684,NA,NA,LOVE-C-C,15684,,ADAPTER,16235,EA,LOVE CONTROLS CORP.,,,,
355622,ADAPTER BAYONET PREC-MEA H439NY,NA,NA,PREC-MEA,H439NY,,ADAPTER,15503,EA,PRECISION MEASUREMENTS INCORPORATED,,,,
1028860,ADAPTER BAYONET TMC-IND AA-0022-1,"1/8""",SS316,TMC-IND,AA-0022-1,,ADAPTER,23089,EA,"TMC IND., INC.",,,,
223185,ADAPTER BAYONET WATLOW-E TH-295-3,"1/8""NPTX1-1/2""",NA,WATLOW-E,TH-295-3,,ADAPTER,10503,EA,WATLOW ELECTRIC MANUFACTURING COMPANY,,,,
1104979,ADAPTER BAYONET RTD KAYENESS 4260-58,NA,NA,KAYENESS,4260-58,,ADAPTER,17172,EA,"KAYENESS, INC.",,,,
219186,ADAPTER BEARING ALLIS-CH 08-982-677-001 ,NA                ,STEEL         ,A-C-COMP       ,08-982-677-001                ,                ,ADAPTER,10480,ST,A-C COMPRESSOR CORPORATION,,,,
1214881,ADAPTER BEARING AMER-AUT 4511300,NA,NA,AMER-AUT,4511300,,ADAPTER,15066,EA,AMERICAN AUTOGUARD CORPORATION,,,,
1134970,ADAPTER BEARING STOKES-V 085-016-212,NA,NA,BOC-EDW,085-016-212,,ADAPTER,18813,EA,BOC EDWARDS VACUUM TECHNOLOGY,,,,
41884,ADAPTER BEARING DORR-OLV 000382,NA,NA,DORR-OLV,382,,ADAPTER,10154,EA,DORR-OLIVER EIMCO,,,,
1235550,ADAPTER BEARING FAG-BRG SNP3056X10,NA,STEEL,FAG-BRG,SNP3056X10,,ADAPTER,8706,EA,FAG BEARINGS CORPORATION.,,,,
1007009,ADAPTER BEARING FMC-CORP A-140194-A,NA,NA,FMC-CORP,A-140194-A,,ADAPTER,10583,EA,FMC CORPORATION,,,,
39842,ADAPTER BEARING GALIGHER SNW-22,NA,STEEL,GALIGHER,SNW-22,D6-SRA-1600,ADAPTER,10192,EA,"GALIGHER PUMP, DIVISION OF BGA                                         
INTERNATIONAL",,,,
1031911,ADAPTER BEARING PACIFIC D6414415510,NA,NA,PAC-PUMP,D6414415510,,ADAPTER,16826,EA,PACIFIC PUMPS,,,,
1140873,ADAPTER BEARING PEERLS-P 2692363-999,NA,STEEL,PEERLS-P,2692363-999,,ADAPTER,16723,EA,"PEERLESS PUMP, DIV. OF STER-FLU",,,,
1236662,ADAPTER BEARING SPX 113937,NA,COMML,SPX-CORP,113937,,ADAPTER,10534,EA,SPX CORPORATION,,,,
1272499,ADAPTER BEARING TORRINGT SNP3056X10-1/2,NA,NA,TORRINGT,SNP3056X10-1/2,,ADAPTER,9156,EA,TORRINGTON COMPANY,,,,
1087491,ADAPTER BEARING WORTH-COMP 959707-02,NA,NA,WORTH-COMP,959707-02,,ADAPTER,10885,EA,"WORTHINGTON COMPRESSOR OPERATION,                                      
DRESSER-RAND COMPANY",,,,
66011,ADAPTER BEARING HSG DURCO TC108-DCI2,NA,NA,DURIRON,DY34458A-DCI2,,ADAPTER,9403,EA,"DURIRON COMPANY, INCORPORATED",,,,
1007477,ADAPTER BELLOWS K&M 1150809,NA,NA,LESLIE,1150809,,ADAPTER,11671,EA,"LESLIE CONTROLS, INCORPORATED",,,,
63670,ADAPTER BIT HOLDER 1/2DR APEX SC-520,"5/8""",STEEL,COOPER-IN,SC-520,,ADAPTER,7768,EA,"COOPER INDUSTRIES INCORPORATED (SEE                                    
COUNTRY DIRECTORY FOR LOCAL SUBSIDIARY)",,,,
259541,ADAPTER BLIND BEARING PROTO 4280,"9/16""-11/16""",STEEL,PROTO-STA,4280,,ADAPTER,15499,EA,"PROTO/STANLEY - PROTO INDUSTRIAL TOOLS                                 
DIVISION OF THE STANLEY WORKS",,,,
1088147,ADAPTER BLIND HOLE CORNING-IN 703519,"3""",NA,CORNING-IN,703519,,ADAPTER,10028,EA,CORNING INCORPORATED,,,,
1291954,ADAPTER BNC JACK CONN-TECH CB910-2A,NA,NA,CONN-TECH,CB910-2A,,ADAPTER,28124,EA,CONNECTOR TECHNIEK ROTTERDAM BV,,,,
1155084,ADAPTER BNC TO PL259 RADIO-SH 278-121,NA,NA,RADIO-SH,278-121,,ADAPTER,9304,EA,RADIO SHACK,,,,
1067088,ADAPTER BOSS AEROQUIP FF1852T-0808S,"1/2""X1/2""",STEEL,AEROQUIP,FF1852T-0808S,,ADAPTER,5017,EA,"AEROQUIP CORPORATION U.S. INDUSTRIAL                                   
GROUP",,,,
1259950,ADAPTER BOTH END DRIVE SNAP-ON 65263,"1/2""",NA,SNAP-ON,65263,,ADAPTER,5885,EA,SNAP-ON TOOL CORPORATION,,,,
245786,ADAPTER BOTTOM YAMATAKE 82615770-001,NA,NA,YAMATAKE,82615770-001,,ADAPTER,10060,EA,YAMATAKE,,,,
1231880,ADAPTER BRACKET POSI-FLA 1049504,NA,NA,POSI-FLA,1049504,,ADAPTER,24224,EA,POSI-FLATE,,,,
141923,ADAPTER BRACKET HAT JACKSN-P 0742-0056,NA,NA,JACKSN-P,0742-0056,,ADAPTER,10766,EA,JACKSON PRODUCTS,,,,
219016,ADAPTER BRAKE CUTLER-H 29-2361-1        ,"11-7/8""           ",STEEL         ,CUTLER-H       ,29-2361-1                     ,                ,ADAPTER,10884,EA,"CUTLER HAMMER PRODUCTS, EATON CORP.",,,,
167017,ADAPTER BREAKER SQUARE-D NQOD3200Q2HMB,NA,NA,SQUARE-D,NQOD3200Q2HMB,,ADAPTER,7895,EA,SQUARE D COMPANY,,,,
1280396,ADAPTER BREATHER TRICO-C 39213,NA,NA,TRICO-C,39213,,ADAPTER,5970,EA,TRICO MANUFACTURING CORPORATION,,,,
14828,ADAPTER BRNG DRESSER W165692001SND1523,NA,STEEL,DRES-RAND,W165692-001,CE187877,ADAPTER,9558,EA,DRESSER-RAND COMPANY,,,,
289834,ADAPTER BRUSH GITS 09540,NA,NA,GITS,9540,,ADAPTER,13222,EA,GITS BROTHERS MANUFACTURING COMPANY,,,,
1225972,ADAPTER BRUSH OSBORNE 75024,"7/8""",NA,OSBORNE IN,75024,,ADAPTER,8873,PR,OSBORNE INTERNATIONAL,,,,
372026,ADAPTER BULKHEAD JOY 00912141-0002,"1/4""X1/4""FPT",NA,GARD-DEN,00912141-0002,,ADAPTER,16739,EA,"GARDNER-DENVER INDUSTRIAL                                              
MACHINERY DIVISION",,,,
102252,ADAPTER BULKHEAD GYROLOK 4BA4-316,"1/4""T",SS316,HOKE,4BA4-316,,ADAPTER,10464,EA,HOKE INCORPORATED,,,,
191763,ADAPTER BULKHEAD CPI 4-4 T2H2BZ-SS,"1/4""T",SS316,PARK-HAN,4-4 T2H2BZ-SS,,ADAPTER,5777,EA,PARKER HANNIFIN CORPORATION,,,,
1076987,ADAPTER BULKHEAD A-LOK 6TUBC6-B,"3/8""T",BRASS,PARK-HAN,6TUBC6-B,,ADAPTER,5777,EA,PARKER HANNIFIN CORPORATION,,,,
169487,ADAPTER BULKHEAD SWGLK SS-400-A1-4      ,NA                ,SS            ,SWAGELOK       ,SS-400-A1-4                   ,                ,ADAPTER,5128,EA,SWAGELOK COMPANY,,,,
371086,ADAPTER BUSHING ROB-MYER BF0516,NA,NA,ROB-MYER,BF0516,,ADAPTER,10626,EA,"ROBBINS & MYERS, INCORPORATED",,,,
18496,ADAPTER BUSHING SKF SN-509 STL,NA,STEEL,SKF,SN-509,,ADAPTER,9016,EA,SKF INDUSTRIES INCORPORATED,,,,
245486,ADAPTER C PORTING FARVAL FT-2571,3000,NA,FARVAL,FT-2571,,ADAPTER,16062,EA,FARVAL LUBRICATION SYSTEMS INCORPORATED,,,,
243345,ADAPTER CABINET OZ-GEDNY GL600,"6""",NA,OZ-GEDNY,GL600,,ADAPTER,7815,EA,OZ/GEDNEY COMPANY,,,,
345388,ADAPTER CABLE F&P 677B962U02,NA,NA,FISCHR-P,677B962U02,,ADAPTER,9823,EA,FISCHER & PORTER COMPANY,,,,
213648,ADAPTER CABLE INMAC ZO358-8,NA,NA,INMAC,ZO358-8,,ADAPTER,5465,EA,"INMAC-INTERNATIONAL MINI COMPUTER                                      
COMPANY",,,,
1235932,ADAPTER CABLE INTERMEC 067265,NA,NA,INTERMEC,67265,,ADAPTER,11143,EA,"INTERMEC CORPORATION, A LITTON COMPANY",,,,
146331,ADAPTER CABLE TOLEDO 42931,NA,NA,METTLER,42931,,ADAPTER,10140,EA,METTLER-TOLEDO INCORPORATED,,,,
1174008,ADAPTER CABLE OPTIMA 2199321,NA,NA,OPTIMA,2199321,,ADAPTER,17491,EA,OPTIMA,,,,
335780,ADAPTER CABLE STI 60507-0010,NA,NA,SCI-TECH,60507-0010,,ADAPTER,27424,EA,"SCIENTIFIC TECHNOLOGIES, INC.",,,,
261341,ADAPTER CABLE SCSI BLACK-BX FA201,NA,NA,BLACK-BX,FA201,,ADAPTER,8166,EA,BLACK BOX CORPORATION,,,,
1012067,ADAPTER CALIBRATION COMPUR-M 501047,NA,NA,COMPUR-M,501047,,ADAPTER,19617,EA,COMPUR MONITORS,,,,
1295376,ADAPTER CALIBRATION DRAGER 6806978,NA,TEFLON,DRAGER,6806978,,ADAPTER,9306,EA,"DRAGER(OF GERMANY), DRAEGER SAFETY INC.",,,,
360443,ADAPTER CALIBRATION SCOTT-INST 096-2101,NA,NA,SCOTT-INST,096-2101,,ADAPTER,17570,EA,SCOTT INSTRUMENTS,,,,
1068921,ADAPTER CALIBRATION WALC-TIE P-60394,NA,NA,WALC-TIE,P-60394,,ADAPTER,9293,EA,WALLACE & TIERNAN INCORPORATED,,,,
333190,ADAPTER CAN TRIGGER KRYLON-P K1612,NA,NA,KRYLON-P,K1612,,ADAPTER,16203,EA,KRYLON PAINTS CO.,,,,
147656,ADAPTER CAPILLARY HEW-PACK 19244-90705,NA,NA,HEW-PACK,19244-90705,,ADAPTER,5443,EA,HEWLETT-PACKARD COMPANY,,,,
156173,ADAPTER CARBURETOR BEAM-MFG 1780-S,1780-S,NA,BEAM-MFG,1780-S,,ADAPTER,15855,EA,BEAM'S MANUFACTURING CO.,,,,
1191211,ADAPTER CASING LIQUIFLO 2810-010,NA,NA,LIQUIFLO,2810-010,,ADAPTER,10095,EA,LIQUIFLO EQUIPMENT COMPANY,,,,
46217,ADAPTER CASING SIEMENS 6ES5491-0LB11,43MMX303MMX187MM,NA,SIEMENS,6ES5491-0LB11,,ADAPTER,8115,EA,SIEMENS CORPORATION,,,,
1017328,ADAPTER CELCON ALDRICH A2701R000350C010P,"3-1/2""X4-1/4""X1/2""",BRONZE,INGER-DRS,A2701R000350C010P3,,ADAPTER,17285,EA,INGERSOLL-DRESSER PUMP CO,,,,
1292078,ADAPTER CELL QUANTACH 04000-3499-3,12MM,NA,QUANTACH,04000-3499-3,,ADAPTER,27184,EA,QUANTACHROME INSTRUMENTS,,,,
276192,ADAPTER CHARGER SUNSHINE W48D-LOO9,NA,NA,SUNSHINE,W48D-LOO9,,ADAPTER,19457,EA,SUNSHINE SCIENTIFIC INSTRUMENT,,,,
183117,ADAPTER CHARGING GREER-OL 603738,NA,NA,GREER-OL,603738,,ADAPTER,16821,EA,GREER OLAER PRODUCTS DIVISION,,,,
11441,ADAPTER CHARGING BODY INTL-SAF 065.099.0,NA,NA,INTL-SAF,065.099.00,,ADAPTER,5467,EA,INTERNATIONAL SAFETY INSTRUMENTS,,,,
1241623,ADAPTER CHUCK SUNNEN MB-750,"3/16""-3/4""",NA,SUNNEN,MB-750,,ADAPTER,5956,EA,SUNNEN PRODUCTS COMPANY,,,,
1018792,ADAPTER CHUCK TOOLMEX 7-874-128,12,STEEL,TOOLMEX,7-874-128,,ADAPTER,16970,EA,TOOLMEX CORPORATION,,,,
307808,ADAPTER CLEANOUT MSC-IND 37006137,"3""",PVC,MSC-IND,37006137,,ADAPTER,17375,EA,MSC INDUSTRIAL SUPPLY CO.,,,,
245694,ADAPTER COAXIAL SPC-TECH SPC4230,NA,NA,SPC-TECH,SPC4230,,ADAPTER,15648,EA,SPC TECHNOLOGY,,,,
353167,ADAPTER COLD GLUE VALC-CIN 792XX135,"1/8""",NA,VALC-CIN,792XX135,,ADAPTER,17969,EA,VALCO CINCINNATI INCORPORATED,,,,
148056,ADAPTER COLUMN AGILENT 19231-80530,"1/4""",NA,AGILENT,19231-80530,,ADAPTER,19916,EA,AGILENT TECHNOLOGIES,,,,
1122120,ADAPTER COLUMN NASSA-JO 15J0192,"14""X10""",STEEL,NASSA-JO,15J0192,,ADAPTER,10208,EA,"NACIONAL DE BOMBAS Y VALVULAS, S. A. DE",,,,
154079,ADAPTER COLUMN PNUCOR 30064418KY1,NA,NA,PNUCOR,30064418KY1,,ADAPTER,11271,EA,PNUCOR,,,,
225679,ADAPTER COLUMN PIPE BYRON-JK 165290JX   ,NA                ,STEEL-CAST    ,BYRON-JK       ,165290JX                      ,                ,ADAPTER,15116,EA,BYRON JACKSON PUMP DIVISION,,,,
1249123,ADAPTER COMM SCHNEIDER 170INT11000,NA,NA,SCHNEIDER,170INT11000,,ADAPTER,17544,EA,SCHNEIDER SA,,,,
1180412,ADAPTER COMPONENT RITTAL 3037000,54MM,COMML,RITTAL,3037000,,ADAPTER,10341,EA,RITTAL CORPORATION,,,,
1180427,ADAPTER COMPONENT RITTAL SV9320.310,40A,NA,RITTAL,SV9320.310,,ADAPTER,10341,EA,RITTAL CORPORATION,,,,
1145138,ADAPTER COMPRESSOR TRANE ADP-82,NA,NA,TRANE,ADP-82,,ADAPTER,10320,EA,TRANE COMPANY,,,,
283512,ADAPTER COMPUTER COMM-CABLE CC-H8575-A,DB25F-MMJ,NA,COMM-CABLE,CC-H8575-A,,ADAPTER,16853,EA,COMMUNICATION CABLE COMPANY,,,,
195983,ADAPTER CONDUIT TELCAN-E XVAC00,"1/2""",NA,TELCAN-E,XVA-C00,,ADAPTER,8888,EA,TELEMECANIQUE INCORPORATED,,,,
1018696,ADAPTER CONDUIT THOM-BET PG21-75,"3/4""",STEEL-ZINC,THOM-BET,PG21-75,,ADAPTER,7901,EA,THOMAS & BETTS COMPANY,,,,
341860,ADAPTER CONFIGURATOR NEWPRT-EL DP9RJ12/N,NA,PLASTIC,NEWPRT-EL,DP9RJ12/N,,ADAPTER,11650,EA,"NEWPORT ELECTRONICS, INCORPORATED",,,,
357327,ADAPTER CONNECTOR NUT NORTH-AM 4-7380-1,NA,NA,NORTH-AM,4-7380-1,,ADAPTER,11182,EA,NORTH AMERICAN MANUFACTURING COMPANY,,,,
246181,ADAPTER CONVENIENCE HUBBELL HBL2271     ,NA                ,NYLON         ,HUBBELL        ,HBL2271                       ,                ,ADAPTER,7845,EA,HUBBELL INCORPORATED,,,,
1072194,ADAPTER CONVERSION SHOP-VAC 901-60,"1-1/4""X2-1/2""",NA,SHOP-VAC,901-60,,ADAPTER,6978,EA,SHOP VAC CORPORATION,,,,
220394,ADAPTER CORD BLACK-DC 133239-00,NA,NA,BLACK-DC,133239-00,,ADAPTER,5040,EA,BLACK & DECKER INC.,,,,
381300,ADAPTER CORE DUSENBRY 739941,NA,NA,DUSENBRY,739941,,ADAPTER,20013,EA,"DUSENBERY, JOHN CO.",,,,
1188615,ADAPTER COUPLER DIXON-V GMAS6,"3/4""NPT",NA,DIXON-V,GMAS6,,ADAPTER,5210,EA,DIXON VALVE & COUPLING COMPANY,,,,
302800,ADAPTER CREEL ELDON-SP 7185-100,110MM,DELRIN,ELDON-SP,7185-100,,ADAPTER,16034,EA,ELDON SPECIALITIES INC,,,,
